timestamp,mode,url,verdict
2026-06-04 12:15:43,logging,https://www.youtube.com/,pending
2026-06-04 12:15:37,logging,https://www.tscap.org.tw/TW/News2/ugC_News.asp?hidNewsCatID=6,pending
2026-06-04 12:15:33,logging,https://www.tscap.org.tw/TW/NewsColumn/ugC_News_Detail.asp?hidNewsCatID=7&hidNewsID=129,pending
